identifiant,nom,description,contexte,exemples,ressources,points,pourcentage,categorie,reductionPotentiel,perimetreEvaluation,desactivation,desactivationDesc,score,scoreDesc,reduction,reductionDesc,personnalisationQuestions,indicateurs,exprScore
3.5.2.3,Réaliser au moins 3 actions,,,,,,25,,,,,,,,,,,,
3.5.2.4,Réaliser au moins 4 actions,,,,,,25,,,,,,,,,,,,
3.5.3,Accompagner opérationnellement les projets,"La collectivité a attribué un financement pluriannuel à la démarche d'EIT ou a internalisé un poste d'animateur(trice) en charge de l'accompagnement des projets d'EIT du territoire.

En tant que porteur ou partenaire-facilitateur-financeur, la collectivité participe à la recherche et à l’identification de nouvelles synergies sur son territoire (via les outils méthodologiques de l’EIT : diagnostic de flux, animation d’ateliers collaboratifs inter-entreprises, visites d'entreprises, etc.).

Le travail de coopération avec les acteurs du territoire a permis de qualifier des opportunités de synergies. Grâce à l'accompagnement de la collectivité (cofinancement d'études de faisabilité de synergies), certaines d’entre elles ont été mises en œuvre.

La collectivité intègre les principes de l'EIT dans ses projets de développement économique et d'aménagement du territoire (création, extension, requalification de zones d’activités).

Des activités de la collectivité sont engagées dans des synergies, en particulier sur des thématiques telles que les bâtiments, la voirie/infrastructure de transport, le développement ou l’animation des parcs et zones d’activités, le traitement de l’eau et des eaux usées, ou encore la gestion des déchets.",,"-   Financement ou internalisation d'un(e) animateur(trice) EIT.
    
-   Activité de recherche et d'identification de nouvelles synergies.
    
-   Mise en œuvre de synergies.
    
-   Intégration de l'EIT dans les projets d'aménagement du territoire (zones d'activités).
    
-   Synergie mise en œuvre sur les activités de la collectivité.
    

Pour les collectivités situées sur le littoral et surtout dans les DROM, les zones industrialo-portuaires sont des territoires stratégiques, particulièrement engagés sur le sujet de l’EIT, qu’il s’agisse de Dunkerque, Fos sur Mer, Le Havre, Nantes Saint Nazaire, La Rochelle, Strasbourg (au titre d'exemple).

En Guadeloupe c’est la démarche Synerg’Ile qui se lance dès 2019 et permet d’embarquer 26 entreprises. Coordonnée par le Pôle d innovation Synergîle, la démarche EIT se déploie en 2020 autour de 4 actions : une plateforme de « bourse aux ressources », la valorisation des palettes, la mutualisation de la collecte de déchets papiers/cartons et plastiques ainsi que la réalisation de mini films EIT. D’autres territoires d’outre-Mer sont également très impliqués dans l’EIT, comme La Réunion ou la Martinique.

Pour en savoir plus, avec la cartographie des ZIP impliquées dans l’EIT, on y retrouve la Guadeloupe : https://www.economiecirculaire.org/articles/h/fiche-zoom-zones-industrialo-portuaires-et-chaleur-fatale.html

La démarche EIT 972 ( Martinique) : https://www.economiecirculaire.org/articles/h/web-conference-eit-martinique-comment-creer-de-la-valeur-en-optimisant-nos-ressources.html

Démarche Synergie Péi à La Réunion : https://www.economiecirculaire.org/articles/h/eit-synergie-pei-se-rapproche-de-cobaty-bourbon.html",,,30,mise en œuvre,,,,,,,,,,,
3.5.3.1,Financer ou internaliser un animateur EIT,,,,,,10,,,,,,,,,,,,
3.5.3.2,Contribuer à l'identification de nouvelles synergies,,,,,,20,,,,,,,,,,,,
3.5.3.3,Mettre en œuvre au moins une synergie par an,,,,,,10,,,,,,,,,,,,
3.5.3.4,Mettre en œuvre au moins 2 synergies par an,,,,,,20,,,,,,,,,,,,
3.5.3.5,Mettre en œuvre 3 synergies ou plus par an,,,,,,20,,,,,,,,,,,,
3.5.3.6,Intégrer l'EIT dans les projets d'aménagement du territoire (zones d'activités),,,,,,10,,,,,,,,,,,,
3.5.3.7,Au moins une synergie mise en œuvre sur les activités de la collectivité,,,,,,10,,,,,,,,,,,,
3.5.4,Pérenniser et partager les expériences,"La collectivité impulse et/ou pilote la création ou la transmission du pilotage de la démarche d'EIT à une structure externe dédiée (acteur-tiers) dont la gouvernance est multi-acteurs. Si la structure existe déjà, elle participe à sa consolidation. Elle participe aux instances de gouvernance auprès des autres acteurs partenaires (entreprises, associations, etc.).

La collectivité participe à la définition du modèle économique de l’acteur-tiers sur le territoire et s’assure d’un équilibre de financements privés et publics et d’autofinancement de l’acteur-tiers.

Un poste salarié est dédié au portage de la démarche pour assurer sa pérennité.

La collectivité incite les projets d'EIT de son territoire à s'évaluer sur la plateforme ELIPSE et à valoriser les retours d'expériences au sein du réseau SYNAPSE (réseau national des acteurs de l'EIT).

Elle communique plus largement sur les projets à forte valeur ajoutée.",,"Très fortement soutenue par les pouvoirs publics (ADEME, conseil régional, collectivité) en phase de lancement et de structuration (généralement les 3 premières années), la démarche d'EIT doit faire évoluer son portage et son modèle économique pour s'assurer de sa pérennisation, généralement via le transfert à un acteur-tiers légitime (association, Société Publique Locale, clubs d'entreprises, SCIC, ...) dont le modèle économique repose sur un équilibre de financements privés/publics.

La collectivité participe aux Rencontres Nationales de l’Ecologie Industrielle et Territoriale organisées par le réseau SYNAPSE.

Communication : valorisation des projets dans la communication générale de la collectivité, publication d'articles dans les journaux professionnels, ...",,,30,effets,,,,,,,,,,,
3.5.4.1,Transférer le pilotage de la démarche,,,,,,40,,,,,,,,,,,,
3.5.4.2,Disposer d'un poste salarié dédié,,,,,,40,,,,,,,,,,,,
3.5.4.3,Renseigner les projets EIT sur la plateforme ELIPSE et SYNAPSE et communiquer,,,,,,20,,,,,,,,,,,,
3.6,Soutenir et accompagner l'économie de la fonctionnalité et de la coopération,"L’économie de la fonctionnalité et de la coopération établit une nouvelle relation entre l’offre et la demande qui n’est plus uniquement basée sur la simple vente de biens ou de services. La contractualisation repose sur les effets utiles (bénéfices) et l’offre s’adapte aux besoins réels des personnes, des entreprises et des collectivités ainsi qu’aux enjeux relatifs au développement durable. Ce modèle économique induit plus largement des transformations profondes dans les modes de production et de consommation. Les solutions doivent permettre une moindre consommation des ressources naturelles dans une perspective d’économie circulaire, un accroissement du bien-être des personnes et un développement économique.

L’économie de la fonctionnalité et de la coopération propose un mode de développement économique basé sur la coopération entre les entreprises, les bénéficiaires des offres, voire les collectivités territoriales pour proposer des services adaptés aux différents usages. Elle induit des transformations profondes des modes de productions et des modes de vie. Elle vise à accroître les effets positifs sur la société tout en évitant la surproduction et la surconsommation.","**Définition**

[Définition du Ministère de la transition écologique et solidaire](https://www.ecologique-solidaire.gouv.fr/leconomie-fonctionnalite) [Infographie ADEME](http://multimedia.ademe.fr/catalogues/economie-fonctionnalite/) [Coopérer avec les entreprises et les acteurs de mon territoire](https://librairie.ademe.fr/dechets-economie-circulaire/6056-cooperer-avec-les-entreprises-et-les-acteurs-de-mon-territoire.html)

**Contexte**

[Note ADEME : Développement durable des territoires : la voie de l’économie de la fonctionnalité et de la coopération](https://librairie.ademe.fr/consommer-autrement/986-developpement-durable-des-territoires-la-voie-de-l-economie-de-la-fonctionnalite-et-de-la-cooperation.html) [Les modèles économiques des services urbains au défi de la sobriété (étude)](https://librairie.ademe.fr/urbanisme-et-batiment/5871-les-modeles-economiques-des-services-urbains-au-defi-de-la-sobriete.html)","**Retours d’expériences tirés d’études ou de sites**

[Exemple d’Orée : Signify – achetons des lumières plutôt que des lampes](http://www.oree.org/economie-de-la-fonctionnalite.html#Retoursdexperience)  [Projet pilote en Ile de France : Economie circulaire et nouveaux modèles économiques](http://www.oree.org/tmp/actions-economie-fonctionnalite.html) [Panorama national et pistes d'action sur l'économie de la fonctionnalité](https://librairie.ademe.fr/changement-climatique-et-energie/23-panorama-national-et-pistes-d-action-pour-l-economie-de-la-fonctionnalite.html) [Economie de la fonctionnalité : l'ADEME accompagne plusieurs entreprises vers un modèle économique pertinent et durable](https://presse.ademe.fr/2022/09/economie-de-la-fonctionnalite-lademe-accompagne-plusieurs-entreprises-vers-un-modele-economique-pertinent-et-durable.html)

**Retour d’expériences du réseau A3P**

[Soutien à la mise en place d’un service de location d’appareils culinaires sur le territoire du Grand Dijon](http://www.optigede.ademe.fr/fiche/soutien-la-mise-en-place-dun-service-de-location-dappareils-culinaires-sur-le-territoire-du)","**Centres de ressources**

[Institut Européen de l’Economie de la Fonctionnalité et de la coopération](http://crepe.ieefc.eu/) [Liste des clubs territoriaux EFC](https://www.ieefc.eu/reseaux-efc/clubs-territoriaux/)

**Etudes prospective**

[Etude prospective de l’ADEME Vers une économie de la](https://www.atemis-lir.fr/wp-content/uploads/2017/06/prospective_ef_201705_rapport.pdf)

[fonctionnalité à haute valeur ajoutée et sociale en 2050](https://www.atemis-lir.fr/wp-content/uploads/2017/06/prospective_ef_201705_rapport.pdf)",25,,,,,,,,,,,,"eci_34, eci_33",
3.6.1,Sensibiliser et former,"La collectivité forme les élus et son personnel à l’économie de la fonctionnalité et de la coopération en lien avec les démarches de transition écologique et sociale de son territoire.

Elle sensibilise les acteurs de son territoire à ce nouveau modèle économique (entreprises, associations, collectivités, etc.).",,"Organiser une journée de sensibilisation pour les différents services en interne, pour les élus. Organiser une formation avec le CNFPT.

Co-organiser des journées techniques sur l’économie de la fonctionnalité à destination des PME, d'associations et d'autres acteurs économiques.",,,15,bases,,,,,,,,,,,
3.6.1.1,Engager une formation du personnel de la collectivité,,,,,,25,,,,,,,,,,,,
3.6.1.2,Avoir formé des personnes de la collectivité,,,,,,25,,,,,,,,,,,,
3.6.1.3,Engager une sensibilisation des acteurs du territoire,,,,,,25,,,,,,,,,,,,
3.6.1.4,Sensibiliser les acteurs du territoire,,,,,,25,,,,,,,,,,,,
3.6.2,Soutenir les entreprises du territoire et construire des réponses aux enjeux de politique publique adaptées aux différents usages,"La collectivité soutient les acteurs économiques du territoire :

• engagement dans des structures d'animation territoriale qui portent des actions d’économie de la fonctionnalité et de la coopération vers les entreprises

• portage d’actions collectives et individuelles d’entreprises, intégration de l’économie de la fonctionnalité et de la coopération dans les documents stratégiques.

La collectivité construit des réponses aux enjeux de politique publique adaptées aux différents usages (alimentation, hâbitat et autres espaces de vie, mobilité, loisirs, etc.).

Elle intègre ainsi des critères d'économie de la fonctionnalité et de la coopération dans sa politique d'achats publics et réinterroge ses besoins en interne en coopérant entre les différents services.",,"Les structures d'animation territoriale peuvent être des réseaux professionnels, des réseaux consulaires, des agences de l’innovation ou encore des structures d’animation territoriale spécialisées (ex. des clubs). Par ces actions, ces structures peuvent mettre en place une dynamique de coopération sur le territoire qui dépasse la mutualisation d'équipements et travaille à la meilleure répartition de valeur.

Les actions : actions de sensibilisation, les projets coopératifs, actions collectives ciblant les dirigeants d'entreprises et les collectivités du territoire.

Exemples d'actions en matière de commande publique : photocopiage, déplacements des salariés de la collectivité, confort thermique de ses locaux.",,,35,mise en œuvre,,,,,,,,,,,
